SAMPLE ID	IGSN	SOURCE	REFERENCE	EXPEDITION ID	LATITUDE	LONGITUDE	LOC PREC	MAX ELEVATION	MIN ELEVATION	MIN AGE	AGE	MAX AGE	METHOD	ANALYZED MATERIAL	ROCK TYPE	ROCK NAME	MINERAL	SIO2	TIO2	AL2O3	FEOT	MGO	CAO	NA2O	K2O	SR87_SR86	ND143_ND144
PETDB-3211-R101-4.4-4.9		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.27	2.42	13.07		8.1	10.63	2.28	0.4		
MOA9902-018-033		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8069	-155.85	0.0001	-3100	-3100				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.55	1.61	9.94		17.42	7.81	1.65	0.27		
PETDB-3212-SR0949-11.20		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		48.45	2.57	13.23		9.32	10.98	2.22	0.34		
MOA9902-011-011		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.1392	-156.098	0.0001	-3600	-3600				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.49	1.86	12.31		11.04	10.17	2.1	0.19		
JS20296-004		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20296	21.5187	-159.014	0.0001	-4296	-4296				Unknown	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		44.89	2.48	13.63		7.17	12.99	3.4	1.14		
JS20296-004		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20296	21.5187	-159.014	0.0001	-4296	-4296				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		44.69	2.19	11.81		12.48	11.04	2.57	0.99		
PETDB-3215-L91-46		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.18	1.84	12.52		10.75	9.63	2.06	0.27		
PETDB-3215-L87-236		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.57	2.22	13.64		6.63	10.4	2.66	0.47		
PETDB-3215-L00-002		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.79	2.16	13.79		6.91	10.48	2.28	0.42		
PETDB-3215-L93-245A		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.48	2.15	13.74		6.86	10.45	2.28	0.41		
PETDB-3215-L00-008		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.54	1.65	10.66		15.88	8.32	1.71	0.28		
PETDB-3212-SR0433-5.70		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.69	2.68	12.13		9.59	10.1	2.15	0.49		
PETDB-3215-ML-48		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.87	1.96	13.21		7.79	10.14	2.14	0.35		
MOA9902-019-002		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8333	-155.733	0.0001	-2400	-2400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.92	1.9	11.87		12.04	9.47	2.07	0.34		
KJALHRAUN-IS-47F		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.797	-19.4688	0.0001						EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.5	2.87	13.3	14.4	5.73	10.3	2.31	0.46		
PETDB-3215-ML-58		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.63	1.98	12.67		9.77	9.95	2.22	0.37		
LBH-IT-476		EARTHCHEMDB	EASON, D; SINTON, J M, 2009	nr	64.4815	-20.4269	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.4	1.85	15.14	12.37	9.68	11.53	1.89	0.16		
SHH-IT‐101		EARTHCHEMDB	SINTON, J M; GROENVOLD, K; SAEMUNDSSON, K, 2005	nr	64.1196	-21.2197	1e-06						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.5	1.33	15.42	11.11	8.08	13.03	1.47	0.12		
PETDB-3215-L91-17		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.46	1.55	9.81		17.8	7.81	1.32	0.31		
PETDB-3215-NE-57		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.21	1.94	12.6		10.67	9.72	2.24	0.28		
MOA9902-004-008		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.62	-155.775	0.0001	-4500	-4500				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.91	1.59	9.71		18.45	7.63	1.78	0.26		
TRÖLLADALUR 2-IS-55A		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.0083	-21.3303	0.0001	410	410				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.9	1.74	14	12.2	7.85	13.8	1.95	0.08		
PETDB-3214-SR0829-12.70		EARTHCHEMDB	HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q, 2016	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.09	2.32	12.01		12.23	9.9	1.92	0.51		
JS20020-008		EARTHCHEMDB	RHODES, J M, 2015	JS20020-007	18.8233	-155.711	0.0001	-1146	-1146				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.07	2.36	13.43		6.4	10.39	2.22	0.38		
PIS1991-183-006		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-183-006	18.8808	-155.7	0.0001	-1015	-1015				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.24	1.86	12.1		11.97	9.43	2.3	0.29		
PIS1991-182-008		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-182-008	18.8829	-155.708	0.0001	-1235	-1235				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		46.23	1.34	8.14		23.28	6.53	1.48	0.23		
PETDB-3215-L91-50		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.28	2.05	13.62		7.8	10.47	2.16	0.3		
JS20306-022		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7563	-159.004	0.0001	-3116	-3116				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.15	2.81	14.17		7.88	9.02	2.85	0.96		
PETDB-3215-L86-269		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.76	2.18	13.33		7.77	10.19	2.27	0.36		
PETDB-3212-SR0441-9.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.19	2.42	12.73		8.48	10.44	2.14	0.4		
PETDB-3212-SR0173-5.60		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.58	2.84	13.58		7.1	11.02	2.04	0.42		
MOA9902-015-012		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.95	-155.983	0.0001	-2800	-2800				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.3	2.61	14.07		5.62	10.05	2.69	0.47		
JS20020-015		EARTHCHEMDB	RHODES, J M, 2015	JS20020-010	18.8235	-155.707	0.0001	-797	-797				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		49.86	1.82	11.92		12.34	9.29	1.87	0.28		
MOA9902-016-001		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.983	-155.917	0.0001	-1600	-1600				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.25	2.78	13.04		5.85	9.86	2.48	0.47		
PETDB-3212-SR206-9.20		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		45.05	1.47	7.62		24.02	6.99	1.15	0.08		
PIS1991-183-010		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-183-010	18.8796	-155.695	0.0001	-830	-830				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.88	2.06	12.97		9.16	10.06	2.48	0.34		
JS20026-002		EARTHCHEMDB	RHODES, J M, 2015	JS20026-001	19.1767	-155.971	0.0001	-1925	-1925				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.55	2.01	12.95		9.1	10.15	1.97	0.3		
JS20306-024		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20306	21.7558	-159.001	0.0001	-3044	-3044				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.49	1.88	12.72		10.84	9.18	2.24	0.62		
PETDB-3215-WA-24		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.63	1.99	13.28		7.57	10.29	2.2	0.34		
PETDB-3212-SR0276-7.85		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		45.66	1.86	8.52		21.57	7.04	1.39	0.14		
MOA9902-027-011		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	19.3545	-155.983	0.0001	-1750	-1750				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.8	2.1	14.06		6.93	11.28	2.24	0.38		
LBH-IT-488		EARTHCHEMDB	EASON, D; SINTON, J M, 2009	nr	64.4815	-20.4269	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.6	1.89	15.05	12.43	8.56	11.95	1.89	0.17		
PETDB-3212-SR0857-21.40		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.95	2.38	12.19		12.62	9.92	1.65	0.11		
PETDB-3215-R114-3.50		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.45	1.69	11.77		12.3	9.18	1.97	0.25		
PIS1991-183-001B		EARTHCHEMDB	RHODES, J M, 2015	PIS1991-183-001B	18.8823	-155.706	0.0001	-1200	-1200				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		44.53	0.91	5.87		29.82	4.68	1.21	0.18		
HESTFJALL 3-IS-12B		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.0184	-20.6699	0.0001	320	320				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.32	1.98	14.57	12.83	7.86	12.07	2.02	0.15		
PETDB-3212-SR0264-2.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.25	2.73	13.49		7.01	10.84	2.25	0.48		
STÓRA-BJÖRNSFELL 4-IT-68A		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.4941	-20.7424	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.32	1.6	15.6	11.77	8.64	12.46	1.8	0.09		
PETDB-3212-SR0023-2.90		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.79	1.78	11.41		13.18	8.89	1.76	0.32		
PETDB-3212-SR0085-1.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.98	1.9	15.93		7.82	10.65	2.12	0.12		
MOA9902-019-023		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8333	-155.733	0.0001	-2400	-2400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.56	1.92	12.56		10.46	9.78	2.03	0.3		
PETDB-3215-L81-02		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.61	1.91	12.73		10.2	9.56	2.2	0.32		
PETDB-3215-ML-276		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51	1.91	12.97		9.21	9.97	2.27	0.35		
HW-G3		EARTHCHEMDB	SHIMIZU, K; ITO, M; CHANG, Q; MIYAZAKI, T; UEKI, K; TOYAMA, C; SENDA, R; VAGLAROV, B; ISHIKAWA, T; KIMURA, J-I, 2019	nr	19.354	-155.056	0.001						LA-ICPMS	GLASS	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.3	2.7	14.1		6.51	11.1	2.54	0.46		
HW-G3		EARTHCHEMDB	SHIMIZU, K; ITO, M; CHANG, Q; MIYAZAKI, T; UEKI, K; TOYAMA, C; SENDA, R; VAGLAROV, B; ISHIKAWA, T; KIMURA, J-I, 2019	nr	19.354	-155.056	0.001						TIMS	GLASS	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE										0.703561	0.512952
JS20013-004B		EARTHCHEMDB	RHODES, J M, 2015	JS20013-004	19.419	-155.987	0.0001	-1382	-1382				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.62	2.09	13.83		6.56	10.71	2.32	0.38		
STÓRA-BJÖRNSFELL 3-IS-78		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.4816	-20.7295	0.0001	532	532				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.33	1.64	16.09	11.59	8.73	12.52	1.5	0.11		
MOA9902-017-016		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.942	-155.887	0.0001	-1700	-1700				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.98	1.51	9.45		19.26	7.51	1.58	0.25		
SKRIÐA 4-IT-165		EARTHCHEMDB	EASON, D; SINTON, J M; GROENVOLD, K; KURZ, M D, 2015	nr	64.3634	-20.7171	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		48.8	1.02	15.76	10.17	9.32	13.3	1.61	0.07		
PETDB-3212-SR224-0.00		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		48.3	2.18	11.26		13.09	9.96	1.79	0.38		
MOA9902-014-021		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8167	-156.056	0.0001	-4400	-4400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.39	1.39	9.15		20.32	7.33	1.39	0.2		
HFH-IT‐454		EARTHCHEMDB	SINTON, J M; GROENVOLD, K; SAEMUNDSSON, K, 2005	nr	64.5373	-20.3327	1e-06						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		47.95	1.81	15.04	14.19	7.57	11.55	1.72	0.18		
PETDB-3215-L87-273		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.6	2.14	12.63		9.7	9.8	2.23	0.39		
PETDB-3215-L90-118		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		49.64	1.85	11.63		12.35	9.26	1.57	0.29		
PETDB-3215-ML-55		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.91	1.94	13.11		8.65	10.17	1.83	0.35		
PETDB-3212-SR0720-18.25		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.96	1.63	8.82		20.4	7.42	1.47	0.21		
PETDB-3212-SR0914-2.90		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		48.32	1.91	10.42		16.04	9.12	1.54	0.15		
PETDB-3212-SR0137-5.40		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.52	2.88	13.74		9.81	10.34	1.75	0.15		
PETDB-3212-SR0189-8.10		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		44.32	1.14	6.11		27.44	6.38	0.75	0.09		
JS20023-016		EARTHCHEMDB	RHODES, J M, 2015	JS20023-016	18.6847	-155.693	0.0001	-3295	-3295				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.15	1.29	8.58		21.54	6.99	1.39	0.19		
PETDB-3212-SR0054-0.1		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.14	2.11	13.4		8.95	10.33	1.86	0.22		
JS20296-001		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20296	21.4954	-159.016	0.0001	-4631	-4631				Unknown	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		46.87	1.99	13.9		7.4	12.34	3.2	0.86		
JS20296-001		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20296	21.4954	-159.016	0.0001	-4631	-4631				TIMS	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT										0.70322	0.513062
JS20296-001		EARTHCHEMDB	GREENE, A R; GARCIA, M O; WEIS, D; ITO, G; KUGA, M; ROBINSON, J; YAMASAKI, S, 2010	JS20296	21.4954	-159.016	0.0001	-4631	-4631				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		46.5	1.81	12.43		11.4	10.87	2.76	0.79		
PETDB-3215-SR0104-4.95		EARTHCHEMDB	RHODES, J M, 2015	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		46.87	1.52	10.21		19.41	7.81	1.35	0.1		
PETDB-3215-KS87-08		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.06	2.09	13.99		7.59	10.19	2.33	0.39		
PETDB-3215-R103-2.65		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.55	1.57	9.63		18.67	7.65	1.69	0.21		
PETDB-3214-SR0820-2.8		EARTHCHEMDB	HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q, 2016	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.14	2.31	11.97		12.55	9.68	1.56	0.61		
PETDB-3212-SR0083-7.85		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.91	2.12	13.03		9.18	10.26	1.97	0.19		
PETDB-3215-ML-83		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.97	2.04	12.71		9.18	9.96	2.09	0.4		
PETDB-3212-SR0971-5.20		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.71	2.35	12.34		11.8	10.03	1.79	0.66		
JS20019-012		EARTHCHEMDB	RHODES, J M, 2015	JS20019-012	18.8227	-155.719	0.0001	-1678	-1678				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.62	1.53	10.11		17.65	7.94	1.43	0.25		
PETDB-3215-L89-14A		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.51	2.18	13.68		6.46	10.33	2.61	0.46		
JS20015-004		EARTHCHEMDB	RHODES, J M, 2015	JS20015-004	19.3518	-155.968	0.0001	-1611.5	-1611.5				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.88	2.11	14.16		6.73	11.28	2.12	0.37		
PETDB-3211-R060-7.6-8.4		EARTHCHEMDB	RHODES, J M; HUANG, S; FREY, F A; PRINGLE, M; XU, G, 2012	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		50.42	2.55	12.77		8.14	10.65	2.28	0.37		
MOA9902-019-021		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.8333	-155.733	0.0001	-2400	-2400				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.07	1.87	11.93		11.9	9.33	1.99	0.3		
PETDB-3215-L87-93A		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.51	2.05	13.74		7.05	10.28	2.18	0.4		
JS20023-008		EARTHCHEMDB	RHODES, J M, 2015	JS20023-008	18.6775	-155.686	0.0001	-3850	-3850				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		46.42	1.21	7.83		24.55	6.21	1.17	0.18		
PETDB-3212-SR0452-8.80		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.42	1.87	9.77		17.88	8.14	1.59	0.29		
PETDB-3212-SR0022-4.30		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		49.66	1.68	11.06		14.56	8.64	1.71	0.3		
PETDB-3212-SR0008-0.30		EARTHCHEMDB	RHODES, J M; VOLLINGER, M, 2004	nr	19.51	-155.5	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		51.31	2.09	13.65		7.48	10.51	2.17	0.4		
JS20025-013		EARTHCHEMDB	RHODES, J M, 2015	JS20025-013	18.6713	-155.743	0.0001	-3319	-3319				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		48.56	1.5	10.19		17.69	7.87	1.75	0.24		
PETDB-3215-ML-265		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.49	2.01	13.5		7.8	10.34	2.3	0.36		
JS20014-012		EARTHCHEMDB	RHODES, J M, 2015	JS20014-012	19.4597	-155.957	0.0001	-938	-938				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.89	2	13.32		7.71	10.19	2.18	0.36		
PETDB-3215-NE-21		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		50.94	1.92	12.72		10.25	9.61	1.92	0.32		
PETDB-3215-R096-1.80		EARTHCHEMDB	RHODES, J M, 2015	nr	19.7408	-155.05	0.0001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	THOLEIITE		47.48	1.6	9.55		18.59	7.6	1.7	0.22		
MOA9902-001-013		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.7572	-155.792	0.0001	-3500	-3500				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	PICRITE		47.42	1.18	8.86		21.66	7.1	1.2	0.19		
MOA9902-017-008		EARTHCHEMDB	RHODES, J M, 2015	MOA1999	18.942	-155.887	0.0001	-1700	-1700				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.25	2.84	13.02		5.68	9.73	2.59	0.51		
PETDB-3215-ML-54		EARTHCHEMDB	RHODES, J M, 2015	nr	19.3	-155.5	0.1						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		51.81	2.06	13.68		7.13	10.51	2.48	0.37		
