SAMPLE ID	IGSN	REFERENCES	EXPEDITION ID	LATITUDE	LONGITUDE	LOC PREC	MIN ELEVATION	MAX ELEVATION	MIN AGE	AGE	MAX AGE	METHODS	ANALYZED MATERIAL	ROCK TYPE	ROCK NAME	MINERAL	TECTONIC SETTING	SIO2	TIO2	AL2O3	FE2O3	FE2O3T	FEO	FEOT	MGO	CAO	NA2O	K2O	P2O5
KILPUUO-2000-007		JENNER, 2012	KILPUUO-2000	19.4214	-155.283	0.0001						EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	51.5	2.59	13.7				11.1	6.47	11.2	2.21	0.41	0.24
KILPUUO-2000-008		JENNER, 2012	KILPUUO-2000	19.4214	-155.283	0.0001						EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	51.7	2.58	13.5				11.29	6.51	11.3	2.19	0.4	0.25
KILPUUO-2000-009		JENNER, 2012	KILPUUO-2000	19.4214	-155.283	0.0001						EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	52.3	2.6	13.6				10.98	6.65	11.2	2.35	0.44	0.23
KILPUUO-2000-011		JENNER, 2012	KILPUUO-2000	19.4214	-155.283	0.0001						EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		OCEAN_ISLAND	51.6	2.56	13.7				11.17	6.45	11.2	2.18	0.39	0.19
KIMUIZU-IO-001		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	52.1	1.25	14.8	15.69				4.69	9.62	1.88	0.43	0.095
KIMUIZU-IO-002		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.96	1.25	14.35	15.5				4.74	9.23	1.9	0.39	0.075
KIMUIZU-IO-003		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.39	0.87	18.83	11.49				4.26	11.32	1.59	0.27	0.068
KIMUIZU-IO-004		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	49.05	0.57	19.53	11.21				5.25	11.58	1.12	0.03	0.015
KIMUIZU-IO-005		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50	0.57	18.97	10.3				5.52	12.02	1.19	0.09	0.023
KIMUIZU-IO-006		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.52	0.68	17.22	11.58				5.99	11.46	1.29	0.22	0.036
KIMUIZU-IO-007		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	52.39	0.87	17.93	11.97				3.67	10.27	1.74	0.2	0.047
KIMUIZU-IO-008		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	52.19	1.11	14.28	14.77				5.04	9.05	1.78	0.35	0.085
KIMUIZU-IO-009		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	48.74	0.48	20.25	9.77				5.9	12.98	1.2	0.16	0.028
KIMUIZU-IO-010		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	52.36	1.36	13.37	16.59				4.6	8.78	1.97	0.45	0.106
KIMUIZU-IO-011		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.97	1.17	14.18	15.56				5.05	9.27	1.84	0.37	0.087
KLM0417-042-005		GALE, 2013	KIL0417	-20.6581	-176.177	1e-05	-2403	-2361				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.4178	0.8652	15.6605				9.3843	7.084	11.8869	1.8356	0.1623	0.0972
KIMUIZU-IO-012		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	52.78	1.13	14.66	14.93				4.6	9.29	1.84	0.38	0.089
KIMUIZU-IO-013		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	52.39	1.27	14	16.77				4.84	9.26	1.89	0.42	0.092
KIMUIZU-IO-014		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.73	1.14	15.06	15.27				4.78	10	1.74	0.37	0.082
KIMUIZU-IO-015		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.9	1.19	14.99	15.6				4.71	9.72	1.85	0.39	0.086
KIMUIZU-IO-016		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	52	1.12	15.07	14.69				4.75	9.73	1.74	0.36	0.082
KIMUIZU-IO-017		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.97	1.15	14.52	15.51				5.58	9.69	1.75	0.38	0.087
KIMUIZU-IO-018		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	53.96	1.18	14.3	15.58				4.14	8.57	2.04	0.46	0.097
KIMUIZU-IO-019		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.9	1.2	14.65	15.33				4.74	9.43	1.85	0.39	0.092
KIMUIZU-IO-020		KIMURA, 2010	KIMUIZU	34.721	139.398	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.51	1.19	14.35	15.88				5.18	9.74	1.73	0.41	0.084
KIMUIZU-NJ-001		KIMURA, 2010	KIMUIZU	34.393	139.273	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.29	1.11	16.62	14.1				5.03	9.49	2.35	0.49	0.134
KIMUIZU-NJ-002		KIMURA, 2010	KIMUIZU	34.393	139.273	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.03	1.13	16.42	14.14				4.91	9.5	2.42	0.45	0.137
KIMUIZU-NJ-005		KIMURA, 2010	KIMUIZU	34.393	139.273	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.18	1.13	16.39	14.17				4.86	9.46	2.47	0.45	0.139
KIMUIZU-NJ-006A		KIMURA, 2010	KIMUIZU	34.393	139.273	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	49.61	1.11	16.79	14.53				5.43	9.95	2.23	0.33	0.124
KIMUIZU-NJ-006B		KIMURA, 2010	KIMUIZU	34.393	139.273	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	49.81	1.13	16.67	14.54				5.36	9.9	2.31	0.35	0.126
KIMUIZU-TS-001		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51	0.9	17.87	10.76				5.84	10.6	2.23	0.38	0.168
KIMUIZU-TS-002		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.93	0.9	18.06	10.7				5.8	10.58	2.22	0.39	0.17
KIMUIZU-TS-003		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.95	0.9	18.16	10.64				5.72	10.61	2.29	0.39	0.168
KIMUIZU-TS-004		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51	0.91	18.1	10.86				5.93	10.56	2.22	0.36	0.168
KIMUIZU-TS-005		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.21	0.85	17.86	10.44				6.03	10.68	2.24	0.39	0.161
KIMUIZU-TS-006		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.36	0.84	17.58	10.28				5.89	10.46	2.25	0.42	0.157
KIMUIZU-TS-007		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	54.88	0.79	16.28	9.08				6.08	8.54	2.67	0.68	0.19
KIMUIZU-TS-008		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.38	0.84	17.81	10.53				6.01	10.67	2.22	0.38	0.15
KIMUIZU-TS-009		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.96	0.9	18.09	10.68				5.76	10.6	2.24	0.4	0.171
KIMUIZU-TS-010		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.04	0.91	18.13	10.73				5.75	10.56	2.24	0.35	0.172
KIMUIZU-TS-011		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	55	0.79	16.4	9.12				6.15	8.61	2.72	0.73	0.191
KIMUIZU-TS-012		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.37	0.85	17.4	10.53				6.58	10.14	2.25	0.49	0.171
KIMUIZU-TS-013		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.47	0.84	17.37	10.56				6.6	10.09	2.28	0.52	0.176
KIMUIZU-TS-014		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.49	0.87	17.79	10.41				5.89	10.63	2.33	0.43	0.166
KIMUIZU-TS-015		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.53	0.84	17.79	10.29				5.87	10.45	2.31	0.41	0.158
KIMUIZU-TS-016		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.23	0.86	17.57	10.49				6.2	10.32	2.27	0.46	0.177
KIMUIZU-TS-017		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	55.02	0.8	16.44	9.13				6.14	8.63	2.66	0.71	0.193
KIMUIZU-TS-018		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.08	0.9	17.93	10.72				5.87	10.65	2.22	0.4	0.17
KIMUIZU-TS-019		KIMURA, 2010	KIMUIZU	34.517	139.283	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.93	0.9	18.14	10.63				5.85	10.52	2.26	0.39	0.169
KIMUIZU-UJ-001		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.28	0.89	16.77	10.75				7.46	9.78	2.11	0.29	0.177
KIMUIZU-UJ-002		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.83	0.89	16.73	10.57				7.34	10.03	2.55	0.4	0.183
KIMUIZU-UJ-003		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.86	0.9	16.88	10.69				7.28	9.91	2.42	0.37	0.175
KIMUIZU-UJ-004		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.37	0.98	17.24	11.21				7.42	9.52	2.44	0.36	0.187
KIMUIZU-UJ-005		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.82	0.95	17.08	10.68				7.56	9.37	2.62	0.32	0.187
KIMUIZU-UJ-006		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.85	0.88	16.93	10.7				7.48	9.94	2.39	0.36	0.173
KIMUIZU-UJ-007		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.81	0.95	17.16	10.74				7.56	9.39	2.58	0.36	0.191
KIMUIZU-UJ-008		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.73	0.93	16.74	10.83				7.68	9.65	2.49	0.39	0.207
KIMUIZU-UJ-009		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.32	0.94	16.92	10.67				7.42	9.65	2.87	0.5	0.202
KIMUIZU-UJ-010A		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.66	0.96	17.18	11.01				7.61	9.94	1.79	0.28	0.205
KIMUIZU-UJ-010B		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.79	0.74	15.48	10.61				9.91	9.97	1.68	0.32	0.128
KIMUIZU-UJ-011		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.79	0.97	17.44	10.67				6.06	10.03	2.53	0.42	0.182
KIMUIZU-UJ-012		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	50.88	0.73	15.35	10.56				9.91	9.89	1.7	0.31	0.128
KIMUIZU-UJ-013		KIMURA, 2010	KIMUIZU	34.47	139.3	0.001						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	45.28	0.81	17.38	11.28				12.37	10.47	1.98	0.33	0.168
KKO0418-017		ISHIZUKA, 2011	KKO0418	27.297	142.944	0.0001	-4522	-4522				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.68	0.95	13.77	13.48				7.29	11.09	1.96	0.06	0.07
KKO0418-018		ISHIZUKA, 2011	KKO0418	27.297	142.943	0.001	-4485	-4485		45.1		XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	50.22	1	13.5	13.74				6.92	11.15	1.94	0.04	0.07
KLM0417-042-006		GALE, 2013	KIL0417	-20.6581	-176.177	1e-05	-2403	-2361				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.0661	1.1281	14.8193				10.4189	5.7717	10.4659	2.2799	0.1869	0.1282
KKO0418-019		ISHIZUKA, 2011	KKO0418	27.298	142.942	0.001	-4450	-4450				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.41	1.02	13.47	13.96				7.02	10.47	2.43	0.32	0.07
KKO0418-021		ISHIZUKA, 2011	KKO0418	27.3	142.941	0.001	-4368	-4368				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	50.13	1.12	13.23	14.3				7.2	9.55	2.28	0.06	0.08
KKO0418-022		ISHIZUKA, 2011	KKO0418	27.3	142.94	0.001	-4321	-4321				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.74	0.57	14.25	12				8.7	11.86	1.83	0.09	0.04
KKO0418-023		ISHIZUKA, 2011	KKO0418	27.301	142.94	0.001	-4303	-4303				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.98	1.05	13.32	13.94				7.58	9.19	2.13	0.05	0.08
KKO0419-005		ISHIZUKA, 2011	KKO0419	28.12	143.127	0.001	-6855	-6855		50.9		XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	50.1	1	14.12	11.9				7.89	11.19	2.22	0.02	0.07
KKO0419-007		ISHIZUKA, 2011	KKO0419	28.119	143.126	0.001	-6827	-6827		54.6		XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.87	0.75	14.4	11.05				8.6	12.08	2.29	0.05	0.05
KKO0419-008		ISHIZUKA, 2011	KKO0419	28.119	143.125	0.001	-6801	-6801				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.24	0.84	14.24	10.92				8.79	11.6	2.42	0.13	0.06
KKO0419-010		ISHIZUKA, 2011	KKO0419	28.12	143.124	0.001	-6764	-6764				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.84	1.4	14.02	13.43				7.22	9.04	2.52	0.02	0.11
KKO0419-015		ISHIZUKA, 2011	KKO0419	28.12	143.115	0.001	-6529	-6529		50.2		XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.22	1.21	15.14	11.67				7.57	8.45	2.77	0.07	0.09
KKO0450-2-005		ISHIZUKA, 2011	KKO0450	28.603	142.836	0.001	-6920	-6920				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.86	0.86	13.79	12.14				7.88	11.81	1.76	0.04	0.06
KKO0450-2-013		ISHIZUKA, 2011	KKO0450	28.6	142.831	0.001	-6773	-6773				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.92	0.87	13.71	12.49				7.99	11.41	1.88	0.03	0.05
KKO0450-2-026		ISHIZUKA, 2011	KKO0450	28.597	142.827	0.001	-6555	-6555				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	48.92	0.95	13.76	12.47				7.94	11.93	1.75	0.04	0.06
KKO0452-002		ISHIZUKA, 2011	KKO0452	27.55	143.001	0.001	-6927	-6927				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.74	0.84	13.91	11.83				8.41	10.81	2.02	0.1	0.06
KKO0452-003		ISHIZUKA, 2011	KKO0452	27.55	143.001	0.001	-6927	-6927				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.79	1.09	13.32	13.74				7.13	9.5	2.46	0.04	0.08
KKO0452-004		ISHIZUKA, 2011	KKO0452	27.551	142.999	0.001	-6867	-6867				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.54	0.62	14.86	9.53				9.45	12.73	1.75	0.02	0.04
KKO0452-005		ISHIZUKA, 2011	KKO0452	27.551	142.999	0.001	-6867	-6867				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.75	0.91	13.66	12.1				8.16	10.34	2.05	0.16	0.06
KKO0452-013		ISHIZUKA, 2011	KKO0452	27.551	142.998	0.001	-6777	-6777				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	50.09	0.96	13.59	12.76				8.01	10.32	1.98	0.05	0.06
KKO0452-019		ISHIZUKA, 2011	KKO0452	27.553	142.994	0.001	-6582	-6582				XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		FOREARC	49.03	0.63	14.83	9.42				9.95	11.95	1.69	0.07	0.04
KLM0417-004-001		GALE, 2013	KIL0417	-19.339	-176.162	0.001	-3114	-3114				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	51.2231	1.2449	14.3865				10.4592	7.4887	11.9964	2.56	0.0488	0.0969
KLM0417-004-003		GALE, 2013	KIL0417	-19.339	-176.162	0.001	-3114	-3114				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.1494	1.096	14.8119				9.8275	8.007	12.7228	2.5394	0.0386	0.0904
KLM0417-010-001		GALE, 2013	KIL0417	-20.3827	-176.155	1e-05	-2686	-2630				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.4183	0.9419	16.0461				8.7748	7.9374	12.2826	2.1604	0.0881	0.0715
KLM0417-011-001		GALE, 2013	KIL0417	-20.3162	-176.136	1e-05	-2731	-2725				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.878	1.2681	15.1636				11.3823	6.2622	10.6949	2.3805	0.1247	0.1148
KLM0417-011-002		GALE, 2013	KIL0417	-20.3162	-176.136	1e-05	-2731	-2725				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	50.5217	0.9874	15.1726				9.3662	7.6762	12.371	2.0698	0.088	0.0845
KLM0417-012-001		GALE, 2013	KIL0417	-20.7971	-176.201	1e-05	-2226	-2160				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.3677	1.2258	14.6467				11.5701	5.603	10.1629	2.3016	0.2039	0.1136
KLM0417-012-002		GALE, 2013	KIL0417	-20.7971	-176.201	1e-05	-2226	-2160				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.9015	1.8759	13.4057				14.332	3.5108	7.832	3.1397	0.2368	0.1767
KLM0417-013-001		GALE, 2013	KIL0417	-21.1031	-176.287	1e-05	-2342.5	-2334				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	54.1576	1.545	14.2763				13.0286	4.5557	8.8115	2.6832	0.1878	0.1575
KLM0417-014-001		GALE, 2013	KIL0417	-21.0955	-176.286	1e-05	-2317	-2419				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.9203	1.5539	13.9785				13.0752	4.2527	8.4813	2.8563	0.2098	0.1492
KLM0417-017-001		GALE, 2013	KIL0417	-22.0304	-176.577	0.0001	-1873	-1873				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	53.4869	1.2243	14.599				11.4052	5.7626	9.8516	2.4055	0.3022	0.1494
KLM0417-017-002		GALE, 2013	KIL0417	-22.0304	-176.577	0.0001	-1873	-1873				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.1005	1.6677	13.7884				12.1952	3.649	7.8989	2.811	0.405	0.2111
KLM0417-017-003		GALE, 2013	KIL0417	-22.0304	-176.577	0.0001	-1873	-1873				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	56.1603	1.614	13.8084				12.2546	3.6257	7.8875	2.9211	0.4325	0.2093
KLM0417-042-007		GALE, 2013	KIL0417	-20.6581	-176.177	1e-05	-2403	-2361				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	52.7842	1.0711	15.0417				10.1107	6.1438	10.7124	2.2133	0.1811	0.1149
KLM0417-021-001		GALE, 2013	KIL0417	-22.1705	-176.604	1e-05	-2091	-2054				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	63.7281	1.499	13.1301				9.5852	1.5924	5.333	3.3233	0.6863	0.4294
KLM0417-021-002		GALE, 2013	KIL0417	-22.1705	-176.604	1e-05	-2091	-2054				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	63.4909	1.4591	13.7084				9.235	1.4523	5.5361	3.4297	0.6476	0.4189
KLM0417-021-003		GALE, 2013	KIL0417	-22.1705	-176.604	1e-05	-2091	-2054				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.8104	1.667	13.9518				12.2627	3.6206	7.7735	2.8808	0.4375	0.2117
KLM0417-021-004		GALE, 2013	KIL0417	-22.1705	-176.604	1e-05	-2091	-2054				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	55.308	1.5769	14.2517				12.2667	3.911	7.9875	2.8466	0.4024	0.1995
KLM0417-026-001		GALE, 2013	KIL0417	-22.1571	-176.606	0.0001	-2112	-2112				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	62.4559	1.3774	13.9011				9.6028	1.814	5.3914	3.3959	0.574	0.327
KLM0417-026-002		GALE, 2013	KIL0417	-22.1571	-176.606	0.0001	-2112	-2112				EMP	GLASS	IGNEOUS:VOLCANIC:MAFIC	BASALT		BACK-ARC_BASIN	62.2318	1.6181	13.5755				10.1566	1.6918	5.6389	3.2548	0.5519	0.3315
