SAMPLE ID	IGSN	REFERENCES	EXPEDITION ID	LATITUDE	LONGITUDE	LOC PREC	MIN ELEVATION	MAX ELEVATION	MIN AGE	AGE	MAX AGE	METHODS	ANALYZED MATERIAL	ROCK TYPE	ROCK NAME	MINERAL	TECTONIC SETTING	SIO2	TIO2	AL2O3	FE2O3	FE2O3T	FEO	FEOT	MGO	CAO	NA2O	K2O	P2O5
PETDB-2523-02S61M1		MANGAN, 2009	nr	55.3901	-161.782	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.12	0.96	19.24			8.91		5	9.75	3.09	0.56	0.18
PETDB-2523-03S62M1		MANGAN, 2009	nr	55.309	-161.92	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.43	0.94	17.1			8.18		3.76	7.42	3.46	1.37	0.18
PETDB-2523-03S63C2		MANGAN, 2009	nr	55.3	-161.967	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.83	0.94	16.86			7.92		3.64	7.36	3.54	1.55	0.2
PETDB-2523-03S63M1		MANGAN, 2009	nr	55.3007	-161.966	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.8	0.93	16.88			7.79		3.73	7.52	3.46	1.54	0.2
PETDB-2523-03S64C2		MANGAN, 2009	nr	55.3374	161.978	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	58.11	0.94	16.88			7.84		3.47	7.26	3.54	1.59	0.2
PETDB-2523-03S64M1		MANGAN, 2009	nr	55.3368	-161.979	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	54.93	1	18.26			9.2		4.21	7.75	3.14	1.16	0.19
PETDB-2523-03S65M1		MANGAN, 2009	nr	55.3434	-161.982	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.18	0.86	17.58			8.1		3.43	7.65	3.68	1.19	0.17
PETDB-2523-03S66M2		MANGAN, 2009	nr	55.3493	-161.966	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	58.88	0.86	18.1			7		2.45	7.18	3.9	1.29	0.18
PETDB-2523-03S70M1		MANGAN, 2009	nr	55.3921	-161.946	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.06	0.8	18.27			8.65		4.19	8.08	3.07	0.55	0.15
PETDB-2523-03S71M1		MANGAN, 2009	nr	55.4771	-161.838	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.42	0.96	19.57			8.49		3.89	9.46	3.22	0.63	0.2
PETDB-2523-03S71M2		MANGAN, 2009	nr	55.4748	-161.844	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.45	0.96	19.24			8.64		4.23	9.27	3.21	0.64	0.2
PETDB-2523-03S73M1		MANGAN, 2009	nr	55.4489	-161.755	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.45	1.06	18.59			9.14		5.34	9.46	2.97	0.62	0.2
PETDB-2523-03S74M1		MANGAN, 2009	nr	55.4283	-161.822	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.56	1.18	19.24			8.95		4.2	9.44	3.36	0.6	0.29
PETDB-2523-03S75M1		MANGAN, 2009	nr	55.4215	-161.82	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.59	1.22	18.37			9.67		4.72	8.93	3.4	0.62	0.29
PETDB-2523-03S76M1		MANGAN, 2009	nr	55.4176	-161.834	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	51.97	1.18	19.21			9.28		4.46	9.5	3.37	0.57	0.28
PETDB-2523-03S79M1		MANGAN, 2009	nr	55.3443	-162.014	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.45	0.76	18.44			8.3		5.29	9.8	2.85	0.81	0.14
PETDB-2523-03S79M2B		MANGAN, 2009	nr	55.3451	-162.012	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.79	0.94	16.84			8.23		4.17	7.87	3.38	1.41	0.2
PETDB-2523-03S80M1		MANGAN, 2009	nr	55.4389	-161.946	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.12	1.19	18.46			9.24		4.45	8.8	3.55	0.69	0.31
PETDB-2523-03S80N2		MANGAN, 2009	nr	55.4471	-161.952	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.98	1.2	18.37			9.41		4.47	8.81	3.57	0.69	0.31
PETDB-2523-03S81M1		MANGAN, 2009	nr	55.45	-161.915	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.4	1.13	19.07			9.04		4.47	9.42	3.38	0.63	0.27
PETDB-2523-03S84M2		MANGAN, 2009	nr	55.4057	-162.008	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.65	0.85	17.36			8.01		3.59	7.42	3.54	1.21	0.18
PETDB-2523-03S85M1		MANGAN, 2009	nr	55.4043	-162.027	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.61	0.87	17.36			7.86		3.66	7.45	3.53	1.31	0.19
PETDB-2523-03S86M1		MANGAN, 2009	nr	55.3409	-162.13	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	55.01	0.8	17.68			8.32		4.64	9.21	3.04	0.99	0.15
PETDB-2523-03S86T2		MANGAN, 2009	nr	55.3409	-162.129	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.22	0.92	16.81			8.25		4.43	8.37	3.26	1.39	0.2
PETDB-2523-05132M1		MANGAN, 2009	nr	55.3732	-161.992	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.93	0.93	17.23			7.6		3.49	7.35	3.6	1.52	0.21
PETDB-2523-05CW223-1		MANGAN, 2009	nr	55.3918	-162.059	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	55.95	0.95	17.84			8.54		3.93	7.94	3.44	1.04	0.19
PETDB-2523-05ELAC002		MANGAN, 2009	nr	55.3313	-162.062	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	59.51	0.87	16.93			7.14		3.19	6.84	3.69	1.49	0.19
PETDB-2523-05ELAC011		MANGAN, 2009	nr	55.3929	-162.068	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	59.01	0.79	16.45			7.21		3.81	7.43	3.38	1.57	0.19
PETDB-2523-05ELAC035		MANGAN, 2009	nr	55.3897	-161.821	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.83	0.99	20.53			8.13		3.37	9.86	3.33	0.58	0.2
PETDB-2523-05NYEL01		MANGAN, 2009	nr	55.3431	-162.045	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.54	0.9	16.75			7.64		4.06	7.88	3.37	1.51	0.19
PETDB-2523-05NYEL10		MANGAN, 2009	nr	55.3974	-162.045	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.19	0.94	17.93			8.22		3.89	7.96	3.44	1.06	0.19
PETDB-2523-05NYEL20		MANGAN, 2009	nr	55.368	-161.886	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:MAFIC	BASALT		VOLCANIC_ARC	54.84	1.02	18.11			8.53		4.48	8.49	3.31	0.85	0.21
PETDB-2523-05NYEL21		MANGAN, 2009	nr	55.3677	-161.874	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	51.28	0.91	18.49			9.46		5.88	10.28	2.81	0.58	0.14
PETDB-2523-05NYEL22		MANGAN, 2009	nr	55.3909	-161.823	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.74	0.98	20.51			8.21		3.44	9.87	3.29	0.58	0.2
PETDB-2523-05NYEL35		MANGAN, 2009	nr	55.4839	-161.894	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.74	0.99	20.54			8.35		3.23	10.05	3.18	0.57	0.18
PETDB-2523-05S029T1		MANGAN, 2009	nr	55.216	-162.038	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.54	0.86	17.44			8		4	8.31	3.4	1.11	0.16
PETDB-2523-05S029T2		MANGAN, 2009	nr	55.2149	-162.05	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	55.19	0.8	18.19			7.99		4.5	9.02	3.06	0.94	0.14
PETDB-2523-05S096M1		MANGAN, 2009	nr	55.3969	-162.027	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	60.54	0.9	17.02			6.67		2.54	6.33	3.9	1.74	0.21
PETDB-2523-05S096M2		MANGAN, 2009	nr	55.3874	-162.027	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.18	0.78	18.52			8.25		5.59	9.88	2.81	0.7	0.13
PETDB-2523-05S097M3		MANGAN, 2009	nr	55.3929	-161.947	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.33	0.8	18.23			8.2		4.12	7.87	3.21	0.9	0.15
PETDB-2523-05S098M1		MANGAN, 2009	nr	55.3562	-162.003	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.83	0.94	17.18			7.53		3.63	7.54	3.51	1.47	0.2
PETDB-2523-05S101M1		MANGAN, 2009	nr	55.3578	-161.981	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.43	0.79	18.41			8.1		5.51	9.84	2.86	0.75	0.13
PETDB-2523-05S102M1		MANGAN, 2009	nr	55.3206	-162.038	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.95	0.95	17.08			7.83		4.07	7.96	3.39	1.4	0.2
PETDB-2523-05S102M2		MANGAN, 2009	nr	55.3208	-162.041	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	58.98	0.93	16.55			7.44		3.61	6.95	3.52	1.66	0.19
PETDB-2523-05S103M1		MANGAN, 2009	nr	55.3278	-162.079	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	58.53	0.93	17.01			7.46		3.48	7.2	3.58	1.44	0.19
PETDB-2523-05S109M1		MANGAN, 2009	nr	55.3789	-161.796	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.94	1	20.46			8.12		3.37	9.8	3.35	0.59	0.21
PETDB-2523-05S109M2		MANGAN, 2009	nr	55.3789	-161.796	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.49	1.18	18.81			8.8		4.23	8.79	3.55	0.67	0.3
PETDB-2523-05S110M1		MANGAN, 2009	nr	55.4411	-161.759	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.85	1.13	18.07			8.94		5.55	9.24	3.18	0.62	0.23
PETDB-2523-05S113M1		MANGAN, 2009	nr	55.4518	-161.795	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	54.08	0.97	20.07			7.65		3.48	9.38	3.38	0.63	0.21
PETDB-2523-05S114M1		MANGAN, 2009	nr	55.4568	-161.809	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	54.1	0.98	20.13			7.72		3.48	9.22	3.37	0.62	0.21
PETDB-2523-05S115M1		MANGAN, 2009	nr	55.4736	-161.812	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	54.15	0.98	19.98			7.85		3.31	9.37	3.35	0.63	0.2
PETDB-2523-05S115T2		MANGAN, 2009	nr	55.4738	-161.811	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.92	0.95	18.73			8.38		4.91	8.98	3.17	0.58	0.2
PETDB-2523-05S116C1		MANGAN, 2009	nr	55.4767	-161.816	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	54.2	0.96	19.41			8.11		4.12	8.97	3.26	0.6	0.2
PETDB-2523-05S117T1		MANGAN, 2009	nr	55.4819	-161.816	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.87	0.93	18.35			8.57		5.35	8.87	3.08	0.61	0.19
PETDB-2523-05S118T1		MANGAN, 2009	nr	55.4962	-161.861	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	54.25	0.98	18.71			8.4		4.65	8.78	3.25	0.61	0.2
PETDB-2523-05S119M1		MANGAN, 2009	nr	55.3923	-162.06	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	59.84	0.91	16.63			7.03		3.29	6.53	3.46	1.94	0.21
PETDB-2523-05S119M2A		MANGAN, 2009	nr	55.391	-162.063	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	70.78	0.47	14.64			3.19		0.67	2.1	4.37	3.64	0.09
PETDB-2523-05S119T3		MANGAN, 2009	nr	55.3907	-162.062	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	59.53	0.79	16.73			6.88		3.52	7.11	3.48	1.62	0.19
PETDB-2523-05S121M1		MANGAN, 2009	nr	55.3703	-162.102	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	54.7	1.01	17.95			8.78		4.48	8.58	3.1	1.03	0.2
PETDB-2523-05S125M1		MANGAN, 2009	nr	55.4481	-161.944	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.37	1.18	18.49			9.08		4.3	8.78	3.6	0.69	0.3
PETDB-2523-05S126M1		MANGAN, 2009	nr	55.4696	-161.889	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	53.37	0.95	18.72			8.63		4.99	9.31	3.08	0.6	0.19
PETDB-2523-05S132M2		MANGAN, 2009	nr	55.3732	-161.992	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.84	0.95	16.89			7.8		3.7	7.38	3.56	1.52	0.21
PETDB-2523-05S133M1B		MANGAN, 2009	nr	55.3655	-162.011	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	54.2	0.9	18.52			8.62		4.69	8.77	3.1	0.86	0.16
PETDB-2523-1M110		MANGAN, 2009	nr	55.2783	-161.995	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	67.32	0.56	15.69			4.37		1.47	3.38	4.23	2.74	0.13
PETDB-2523-1M111		MANGAN, 2009	nr	55.6988	-162.246	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	72.3	0.35	14.26			2.42		0.79	1.68	4.55	3.52	0.06
PETDB-2523-1M112		MANGAN, 2009	nr	55.667	-162.283	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	71.37	0.37	15.02			2.72		0.77	1.83	4.37	3.4	0.07
PETDB-2523-1M120		MANGAN, 2009	nr	55.476	-162.096	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	72.34	0.34	14.35			2.51		0.7	1.64	4.42	3.57	0.06
PETDB-2523-73M99		MANGAN, 2009	nr	55.37	-161.843	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	71.87	0.42	14.82			2.92		0.57	2.03	3.76	3.45	0.08
PETDB-2523-74M1		MANGAN, 2009	nr	55.4331	-162.533	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	68.73	0.48	15.2			4		0.99	3.02	4.53	2.82	0.13
PETDB-2523-74M11A		MANGAN, 2009	nr	55.3054	-161.86	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	72.45	0.37	14.57			2.73		0.4	1.77	4.25	3.28	0.1
PETDB-2523-74M11B		MANGAN, 2009	nr	55.3054	-161.86	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	72.16	0.38	14.7			2.77		0.51	1.85	4.18	3.29	0.1
PETDB-2523-74M19A		MANGAN, 2009	nr	55.6883	-162.01	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	71.31	0.36	15.62			2.97		0.44	1.83	4.26	3.04	0.1
PETDB-2523-74M19B		MANGAN, 2009	nr	55.6883	-162.01	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	72.57	0.3	14.45			2.64		0.37	1.92	4.24	3.34	0.08
PETDB-2523-74M2		MANGAN, 2009	nr	55.5611	-162.417	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	73.49	0.2	14.66			1.24		0.41	1.84	4.61	3.38	0.07
PETDB-2523-74M3		MANGAN, 2009	nr	55.6153	-162.348	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	72.4	0.36	14.34			2.68		0.5	1.81	4.34	3.39	0.1
PETDB-2523-86M133		MANGAN, 2009	nr	55.4406	-161.922	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.78	1.14	18.94			9.71		3.97	8.73	3.56	0.67	0.32
PETDB-2523-86M159		MANGAN, 2009	nr	55.2875	-161.964	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.67	0.91	17.23			8.73		3.71	7.72	3.34	1.35	0.19
PETDB-2523-86M160		MANGAN, 2009	nr	55.2922	-162.006	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.08	0.93	16.93			8.62		3.66	7.53	3.42	1.48	0.2
PETDB-2523-86Y101		MANGAN, 2009	nr	55.4014	-161.843	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.78	1.14	18.94			9.71		4.12	8.78	3.39	0.64	0.31
PETDB-2523-86Y116		MANGAN, 2009	nr	55.3764	-161.801	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	52.53	1.01	18.7			10.05		4.22	9.2	3.27	0.62	0.22
PETDB-2523-86Y117A		MANGAN, 2009	nr	55.3397	-162.096	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.69	0.93	17.43			8.68		3.52	7.74	3.37	1.3	0.2
PETDB-2523-86Y118		MANGAN, 2009	nr	55.3084	-162.126	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	56.09	0.9	17.63			8.79		3.76	8	3.28	1.24	0.18
PETDB-2523-86Y120		MANGAN, 2009	nr	55.3564	-162.002	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.02	0.93	17.05			8.55		3.61	7.68	3.33	1.49	0.2
PETDB-2523-86Y121		MANGAN, 2009	nr	55.3214	-162.055	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:INTERMEDIATE	ANDESITE		VOLCANIC_ARC	57.09	0.93	16.94			8.62		3.63	7.57	3.42	1.46	0.2
PETDB-2523-86Y123		MANGAN, 2009	nr	55.7531	-161.776	1e-05						XRF	WHOLE ROCK	IGNEOUS:VOLCANIC:FELSIC	RHYOLITE		VOLCANIC_ARC	71.76	0.38	14.46			3.03		0.46	1.87	4.34	3.55	0.08
